# ACTS Test Suite Generation: Thu Dec 29 15:07:52 CST 2016
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 99
# Maximum number of values per parameter: 3
# Number of configurations: 33
HAVE_DOT_CONFIG,CONFIG_PLATFORM_LINUX,CONFIG_PLATFORM_CYGWIN,CONFIG_PLATFORM_WIN32,PREFIX,CONFIG_DEBUG,CONFIG_STRIP_UNWANTED_SECTIONS,CONFIG_EXTRA_CFLAGS_OPTIONS,CONFIG_EXTRA_LDFLAGS_OPTIONS,CONFIG_VISUAL_STUDIO_7_0_BASE,CONFIG_VISUAL_STUDIO_8_0_BASE,CONFIG_VISUAL_STUDIO_10_0_BASE,CONFIG_VISUAL_STUDIO_7_0,CONFIG_VISUAL_STUDIO_8_0,CONFIG_VISUAL_STUDIO_10_0,CONFIG_SSL_USE_DEFAULT_KEY,CONFIG_SSL_PRIVATE_KEY_LOCATION,CONFIG_SSL_PRIVATE_KEY_PASSWORD,CONFIG_SSL_X509_CERT_LOCATION,CONFIG_SSL_GENERATE_X509_CERT,CONFIG_SSL_X509_COMMON_NAME,CONFIG_SSL_X509_ORGANIZATION_NAME,CONFIG_SSL_X509_ORGANIZATION_UNIT_NAME,CONFIG_SSL_ENABLE_V23_HANDSHAKE,CONFIG_SSL_HAS_PEM,CONFIG_SSL_USE_PKCS12,CONFIG_SSL_EXPIRY_TIME,CONFIG_X509_MAX_CA_CERTS,CONFIG_SSL_MAX_CERTS,CONFIG_SSL_CTX_MUTEXING,CONFIG_USE_DEV_URANDOM,CONFIG_WIN32_USE_CRYPTO_LIB,CONFIG_OPENSSL_COMPATIBLE,CONFIG_PERFORMANCE_TESTING,CONFIG_SSL_TEST,CONFIG_SSL_SERVER_ONLY,CONFIG_SSL_CERT_VERIFICATION,CONFIG_SSL_ENABLE_CLIENT,CONFIG_SSL_FULL_MODE,CONFIG_SSL_SKELETON_MODE,CONFIG_SSL_PROT_LOW,CONFIG_SSL_PROT_MEDIUM,CONFIG_SSL_PROT_HIGH,CONFIG_AXTLSWRAP,CONFIG_AXHTTPD,CONFIG_HTTP_STATIC_BUILD,CONFIG_HTTP_PORT,CONFIG_HTTP_HTTPS_PORT,CONFIG_HTTP_SESSION_CACHE_SIZE,CONFIG_HTTP_WEBROOT,CONFIG_HTTP_TIMEOUT,CONFIG_HTTP_DIRECTORIES,CONFIG_HTTP_HAS_AUTHORIZATION,CONFIG_HTTP_HAS_IPV6,CONFIG_HTTP_ENABLE_DIFFERENT_USER,CONFIG_HTTP_USER,CONFIG_HTTP_VERBOSE,CONFIG_HTTP_IS_DAEMON,CONFIG_HTTP_HAS_CGI,CONFIG_HTTP_CGI_EXTENSIONS,CONFIG_HTTP_ENABLE_LUA,CONFIG_HTTP_LUA_PREFIX,CONFIG_HTTP_BUILD_LUA,CONFIG_HTTP_CGI_LAUNCHER,CONFIG_BINDINGS,CONFIG_CSHARP_BINDINGS,CONFIG_VBNET_BINDINGS,CONFIG_JAVA_BINDINGS,CONFIG_PERL_BINDINGS,CONFIG_LUA_BINDINGS,CONFIG_DOT_NET_FRAMEWORK_BASE,CONFIG_JAVA_HOME,CONFIG_PERL_CORE,CONFIG_PERL_LIB,CONFIG_LUA_CORE,CONFIG_SAMPLES,CONFIG_C_SAMPLES,CONFIG_CSHARP_SAMPLES,CONFIG_VBNET_SAMPLES,CONFIG_JAVA_SAMPLES,CONFIG_PERL_SAMPLES,CONFIG_LUA_SAMPLES,CONFIG_BIGINT_CRT,CONFIG_BIGINT_KARATSUBA,MUL_KARATSUBA_THRESH,SQU_KARATSUBA_THRESH,CONFIG_BIGINT_SLIDING_WINDOW,CONFIG_BIGINT_SQUARE,CONFIG_BIGINT_CHECK_ON,CONFIG_BIGINT_CLASSICAL,CONFIG_BIGINT_MONTGOMERY,CONFIG_BIGINT_BARRETT,CONFIG_INTEGER_32BIT,CONFIG_INTEGER_16BIT,CONFIG_INTEGER_8BIT,auxVar0,auxVar1,auxVar2,auxVar3
TRUE,FALSE,TRUE,FALSE,ENUM1,FALSE,TRUE,ENUM2,ENUM2,ENUM2,ENUM2,ENUM2,FALSE,FALSE,FALSE,FALSE,ENUM2,ENUM2,ENUM2,FALSE,ENUM2,ENUM2,ENUM2,TRUE,FALSE,TRUE,0,0,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,80,443,5,ENUM6,300,TRUE,TRUE,TRUE,TRUE,ENUM8,TRUE,TRUE,TRUE,ENUM9,TRUE,ENUM10,TRUE,ENUM11,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,ENUM12,ENUM2,ENUM2,ENUM2,ENUM1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TRUE,FALSE,FALSE,TRUE,ENUM2,TRUE,FALSE,ENUM2,ENUM2,ENUM2,ENUM2,ENUM5,FALSE,FALSE,TRUE,FALSE,ENUM2,ENUM2,ENUM2,TRUE,ENUM2,ENUM2,ENUM2,FALSE,FALSE,TRUE,24,150,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,443,5,ENUM7,300,TRUE,TRUE,FALSE,FALSE,ENUM2,FALSE,FALSE,FALSE,ENUM2,FALSE,ENUM2,FALSE,ENUM2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ENUM2,ENUM2,ENUM2,ENUM2,ENUM2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,20,40,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
TRUE,FALSE,FALSE,TRUE,ENUM2,FALSE,FALSE,ENUM2,ENUM2,ENUM3,ENUM2,ENUM2,TRUE,FALSE,FALSE,TRUE,ENUM2,ENUM2,ENUM2,FALSE,ENUM2,ENUM2,ENUM2,TRUE,FALSE,FALSE,24,150,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,80,0,5,ENUM7,300,TRUE,FALSE,FALSE,FALSE,ENUM2,TRUE,FALSE,FALSE,ENUM2,FALSE,ENUM2,FALSE,ENUM2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,ENUM12,ENUM13,ENUM15,ENUM16,ENUM2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,20,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
TRUE,TRUE,FALSE,FALSE,ENUM1,TRUE,FALSE,ENUM2,ENUM2,ENUM2,ENUM2,ENUM2,FALSE,FALSE,FALSE,FALSE,ENUM2,ENUM2,ENUM2,TRUE,ENUM2,ENUM2,ENUM2,FALSE,FALSE,FALSE,24,150,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,80,443,0,ENUM6,300,TRUE,FALSE,FALSE,TRUE,ENUM8,TRUE,TRUE,FALSE,ENUM2,FALSE,ENUM2,FALSE,ENUM2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ENUM2,ENUM14,ENUM2,ENUM2,ENUM1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
TRUE,FALSE,FALSE,TRUE,ENUM2,TRUE,FALSE,ENUM2,ENUM2,ENUM2,ENUM2,ENUM5,FALSE,FALSE,TRUE,TRUE,ENUM2,ENUM2,ENUM2,TRUE,ENUM2,ENUM2,ENUM2,TRUE,TRUE,FALSE,0,150,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,ENUM2,0,FALSE,FALSE,FALSE,FALSE,ENUM2,FALSE,FALSE,FALSE,ENUM2,FALSE,ENUM2,FALSE,ENUM2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,ENUM12,ENUM13,ENUM2,ENUM2,ENUM2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
TRUE,FALSE,FALSE,TRUE,ENUM2,TRUE,FALSE,ENUM2,ENUM2,ENUM2,ENUM2,ENUM5,FALSE,FALSE,TRUE,FALSE,ENUM2,ENUM2,ENUM2,TRUE,ENUM2,ENUM2,ENUM2,TRUE,FALSE,FALSE,0,0,3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,80,0,5,ENUM7,300,TRUE,TRUE,FALSE,FALSE,ENUM2,TRUE,FALSE,FALSE,ENUM2,FALSE,ENUM2,FALSE,ENUM2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ENUM2,ENUM2,ENUM2,ENUM2,ENUM2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,ENUM1,FALSE,TRUE,ENUM2,ENUM2,ENUM2,ENUM2,ENUM2,FALSE,FALSE,FALSE,FALSE,ENUM2,ENUM2,ENUM2,FALSE,ENUM2,ENUM2,ENUM2,TRUE,FALSE,FALSE,0,0,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,ENUM2,0,FALSE,FALSE,FALSE,FALSE,ENUM2,FALSE,FALSE,TRUE,ENUM9,TRUE,ENUM10,TRUE,ENUM11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ENUM12,ENUM14,ENUM2,ENUM2,ENUM1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
TRUE,FALSE,FALSE,TRUE,ENUM2,FALSE,FALSE,ENUM2,ENUM2,ENUM2,ENUM4,ENUM2,FALSE,TRUE,FALSE,FALSE,ENUM2,ENUM2,ENUM2,FALSE,ENUM2,ENUM2,ENUM2,TRUE,FALSE,FALSE,0,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,80,443,0,ENUM7,300,FALSE,FALSE,FALSE,FALSE,ENUM2,TRUE,FALSE,FALSE,ENUM2,FALSE,ENUM2,FALSE,ENUM2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,ENUM12,ENUM13,ENUM15,ENUM16,ENUM2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
TRUE,FALSE,FALSE,TRUE,ENUM2,TRUE,FALSE,ENUM2,ENUM2,ENUM3,ENUM2,ENUM2,TRUE,FALSE,FALSE,FALSE,ENUM2,ENUM2,ENUM2,FALSE,ENUM2,ENUM2,ENUM2,TRUE,FALSE,FALSE,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,ENUM2,0,FALSE,FALSE,FALSE,FALSE,ENUM2,FALSE,FALSE,FALSE,ENUM2,FALSE,ENUM2,FALSE,ENUM2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ENUM12,ENUM2,ENUM15,ENUM16,ENUM2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
TRUE,FALSE,FALSE,TRUE,ENUM2,FALSE,FALSE,ENUM2,ENUM2,ENUM2,ENUM4,ENUM2,FALSE,TRUE,FALSE,TRUE,ENUM2,ENUM2,ENUM2,TRUE,ENUM2,ENUM2,ENUM2,FALSE,FALSE,TRUE,0,0,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,ENUM2,0,FALSE,FALSE,FALSE,FALSE,ENUM2,FALSE,FALSE,FALSE,ENUM2,FALSE,ENUM2,FALSE,ENUM2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,ENUM2,ENUM13,ENUM15,ENUM16,ENUM2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
TRUE,FALSE,TRUE,FALSE,ENUM1,TRUE,FALSE,ENUM2,ENUM2,ENUM2,ENUM2,ENUM2,FALSE,FALSE,FALSE,FALSE,ENUM2,ENUM2,ENUM2,FALSE,ENUM2,ENUM2,ENUM2,FALSE,FALSE,FALSE,0,0,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,ENUM6,300,FALSE,TRUE,TRUE,TRUE,ENUM8,TRUE,TRUE,FALSE,ENUM2,FALSE,ENUM2,FALSE,ENUM2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,ENUM12,ENUM13,ENUM2,ENUM2,ENUM1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,ENUM1,TRUE,FALSE,ENUM2,ENUM2,ENUM2,ENUM2,ENUM2,FALSE,FALSE,FALSE,TRUE,ENUM2,ENUM2,ENUM2,FALSE,ENUM2,ENUM2,ENUM2,FALSE,FALSE,TRUE,24,0,3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,80,0,0,ENUM6,300,FALSE,TRUE,TRUE,TRUE,ENUM8,FALSE,TRUE,TRUE,ENUM9,FALSE,ENUM2,FALSE,ENUM11,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,ENUM12,ENUM14,ENUM2,ENUM2,ENUM1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,20,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
TRUE,TRUE,FALSE,FALSE,ENUM1,FALSE,TRUE,ENUM2,ENUM2,ENUM2,ENUM2,ENUM2,FALSE,FALSE,FALSE,TRUE,ENUM2,ENUM2,ENUM2,TRUE,ENUM2,ENUM2,ENUM2,TRUE,TRUE,TRUE,24,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,80,443,0,ENUM6,300,TRUE,TRUE,TRUE,FALSE,ENUM2,FALSE,FALSE,FALSE,ENUM2,FALSE,ENUM2,FALSE,ENUM2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,ENUM12,ENUM14,ENUM2,ENUM2,ENUM1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,20,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
